Time - based data,,,,,,,,,Mass aggregated data,,,,,,
Date-time,"LC
kg","LC change
kg","LC flux (30 s)
kg/sm","d
cm","US1
pulses",1kg sum,1kg index,,1kg index,,"LC
kg","LC change
kg","LC flux
kg/sm","L7
cm","US1
pulses"
12/12/2013 06:30:00,254.478969,0.0,0.0,92.4,338,0.0,154,,,,,,,,
12/12/2013 06:30:30,254.478969,0.0,0.0,92.5,365,0.0,154,,,,,,,,
12/12/2013 06:31:00,254.478969,0.0,0.0,92.0,375,0.0,154,,,,,,,,
12/12/2013 06:31:30,254.478969,0.0,0.0,92.4,378,0.0,154,,,,,,,,
12/12/2013 06:32:00,254.478969,0.0,0.0,92.3,337,0.0,154,,,,,,,,
12/12/2013 06:32:30,254.478969,0.0,0.0,92.5,382,0.0,154,,,,,,,,
12/12/2013 06:33:00,254.478969,0.0,0.0,91.8,333,0.0,154,,,,,,,,
12/12/2013 06:33:30,254.478969,0.0,0.0,91.9,304,0.0,154,,,,,,,,
12/12/2013 06:34:00,254.478969,0.0,0.0,92.1,361,0.0,154,,,,,,,,
12/12/2013 06:34:30,254.478969,0.0,0.0,91.6,385,0.0,154,,,,,,,,
12/12/2013 06:35:00,254.478969,0.0,0.0,91.3,326,0.0,154,,,,,,,,
12/12/2013 06:35:30,254.478969,0.0,0.0,91.0,347,0.0,154,,,,,,,,
12/12/2013 06:36:00,254.478969,0.0,0.0,90.8,330,0.0,154,,,,,,,,
12/12/2013 06:36:30,254.478969,0.0,0.0,90.2,382,0.0,154,,,,,,,,
12/12/2013 06:37:00,254.478969,0.0,0.0,90.3,436,0.0,154,,,,,,,,
12/12/2013 06:37:30,254.478969,0.0,0.0,90.7,381,0.0,154,,,,,,,,
12/12/2013 06:38:00,254.478969,0.0,0.0,90.8,351,0.0,154,,,,,,,,
12/12/2013 06:38:30,254.478969,0.0,0.0,90.6,326,0.0,154,,,,,,,,
12/12/2013 06:39:00,254.478969,0.0,0.0,90.2,326,0.0,154,,,,,,,,
12/12/2013 06:39:30,254.478969,0.0,0.0,90.1,381,0.0,154,,,,,,,,
12/12/2013 06:40:00,254.478969,0.0,0.0,89.9,372,0.0,154,,,,,,,,
12/12/2013 06:40:30,254.478969,0.0,0.0,89.8,408,0.0,154,,,,,,,,
12/12/2013 06:41:00,254.478969,0.0,0.0,89.4,330,0.0,154,,,,,,,,
12/12/2013 06:41:30,254.478969,0.0,0.0,88.8,320,0.0,154,,,,,,,,
12/12/2013 06:42:00,254.478969,0.0,0.0,88.4,323,0.0,154,,,,,,,,
12/12/2013 06:42:30,254.478969,0.0,0.0,87.9,371,0.0,154,,,,,,,,
12/12/2013 06:43:00,254.478969,0.0,0.0,87.6,394,0.0,154,,,,,,,,
12/12/2013 06:43:30,254.478969,0.0,0.0,87.8,478,0.0,154,,,,,,,,
12/12/2013 06:44:00,254.478969,0.0,0.0,87.6,385,0.0,154,,,,,,,,
12/12/2013 06:44:30,254.478969,0.0,0.0,87.6,386,0.0,154,,,,,,,,
12/12/2013 06:45:00,254.478969,0.0,0.0,87.2,331,0.0,154,,,,,,,,
12/12/2013 06:45:30,254.478969,0.0,0.0,86.8,373,0.0,154,,,,,,,,
12/12/2013 06:46:00,254.478969,0.0,0.0,86.1,411,0.0,154,,,,,,,,
12/12/2013 06:46:30,254.478969,0.0,0.0,85.7,363,0.0,154,,,,,,,,
12/12/2013 06:47:00,254.478969,0.0,0.0,85.7,383,0.0,154,,,,,,,,
12/12/2013 06:47:30,254.478969,0.0,0.0,85.9,447,0.0,154,,,,,,,,
12/12/2013 06:48:00,254.478969,0.0,0.0,86.5,422,0.0,154,,,,,,,,
12/12/2013 06:48:30,254.478969,0.0,0.0,86.6,375,0.0,154,,,,,,,,
12/12/2013 06:49:00,254.478969,0.0,0.0,86.0,319,0.0,154,,,,,,,,
12/12/2013 06:49:30,254.478969,0.0,0.0,85.8,337,0.0,154,,,,,,,,
12/12/2013 06:50:00,254.478969,0.0,0.0,85.0,350,0.0,154,,,,,,,,
12/12/2013 06:50:30,254.478969,0.0,0.0,84.4,348,0.0,154,,,,,,,,
12/12/2013 06:51:00,254.478969,0.0,0.0,83.7,342,0.0,154,,,,,,,,
12/12/2013 06:51:30,254.478969,0.0,0.0,82.5,330,0.0,154,,,,,,,,
12/12/2013 06:52:00,254.478969,0.0,0.0,82.5,350,0.0,154,,,,,,,,
12/12/2013 06:52:30,254.478969,0.0,0.0,82.8,447,0.0,154,,,,,,,,
12/12/2013 06:53:00,254.478969,0.0,0.0,83.5,414,0.0,154,,,,,,,,
12/12/2013 06:53:30,254.478969,0.0,0.0,83.7,483,0.0,154,,,,,,,,
12/12/2013 06:54:00,254.478969,0.0,0.0,83.7,399,0.0,154,,,,,,,,
12/12/2013 06:54:30,254.478969,0.0,0.0,84.2,396,0.0,154,,,,,,,,
12/12/2013 06:55:00,254.478969,0.0,0.0,83.9,362,0.0,154,,,,,,,,
12/12/2013 06:55:30,254.478969,0.0,0.0,84.0,336,0.0,154,,,,,,,,
12/12/2013 06:56:00,254.478969,0.0,0.0,83.6,394,0.0,154,,,,,,,,
12/12/2013 06:56:30,254.478969,0.0,0.0,83.1,365,0.0,154,,,,,,,,
12/12/2013 06:57:00,254.478969,0.0,0.0,83.1,385,0.0,154,,,,,,,,
12/12/2013 06:57:30,254.478969,0.0,0.0,83.3,460,0.0,154,,,,,,,,
12/12/2013 06:58:00,254.478969,0.0,0.0,83.5,461,0.0,154,,,,,,,,
12/12/2013 06:58:30,254.478969,0.0,0.0,83.9,405,0.0,154,,,,,,,,
12/12/2013 06:59:00,254.478969,0.0,0.0,84.3,403,0.0,154,,,,,,,,
12/12/2013 06:59:30,254.478969,0.0,0.0,84.0,350,0.0,154,,,,,,,,
12/12/2013 07:00:00,254.478969,0.0,0.0,83.6,398,0.0,154,,,,,,,,
12/12/2013 07:00:30,254.478969,0.0,0.0,83.4,380,0.0,154,,,,,,,,
12/12/2013 07:01:00,254.478969,0.0,0.0,83.0,367,0.0,154,,,,,,,,
12/12/2013 07:01:30,254.478969,0.0,0.0,82.7,356,0.0,154,,,,,,,,
12/12/2013 07:02:00,254.478969,0.0,0.0,82.6,419,0.0,154,,,,,,,,
12/12/2013 07:02:30,254.478969,0.0,0.0,83.0,504,0.0,154,,,,,,,,
12/12/2013 07:03:00,254.478969,0.0,0.0,83.6,404,0.0,154,,,,,,,,
12/12/2013 07:03:30,254.478969,0.0,0.0,83.9,372,0.0,154,,,,,,,,
12/12/2013 07:04:00,254.478969,0.0,0.0,83.6,406,0.0,154,,,,,,,,
12/12/2013 07:04:30,254.478969,0.0,0.0,83.9,361,0.0,154,,,,,,,,
12/12/2013 07:05:00,254.478969,0.0,0.0,83.4,340,0.0,154,,,,,,,,
12/12/2013 07:05:30,254.478969,0.0,0.0,83.7,481,0.0,154,,,,,,,,
12/12/2013 07:06:00,254.478969,0.0,0.0,84.1,401,0.0,154,,,,,,,,
12/12/2013 07:06:30,254.478969,0.0,0.0,84.3,392,0.0,154,,,,,,,,
12/12/2013 07:07:00,254.478969,0.0,0.0,84.1,374,0.0,154,,,,,,,,
12/12/2013 07:07:30,254.478969,0.0,0.0,84.1,329,0.0,154,,,,,,,,
12/12/2013 07:08:00,254.478969,0.0,0.0,83.6,346,0.0,154,,,,,,,,
12/12/2013 07:08:30,254.478969,0.0,0.0,83.1,353,0.0,154,,,,,,,,
12/12/2013 07:09:00,254.478969,0.0,0.0,83.2,327,0.0,154,,,,,,,,
12/12/2013 07:09:30,254.478969,0.0,0.0,83.2,462,0.0,154,,,,,,,,
12/12/2013 07:10:00,254.478969,0.0,0.0,83.6,356,0.0,154,,,,,,,,
12/12/2013 07:10:30,254.478969,0.0,0.0,83.8,378,0.0,154,,,,,,,,
12/12/2013 07:11:00,254.478969,0.0,0.0,83.2,344,0.0,154,,,,,,,,
12/12/2013 07:11:30,254.478969,0.0,0.0,82.9,346,0.0,154,,,,,,,,
12/12/2013 07:12:00,254.478969,0.0,0.0,83.4,444,0.0,154,,,,,,,,
12/12/2013 07:12:30,254.478969,0.0,0.0,83.4,439,0.0,154,,,,,,,,
12/12/2013 07:13:00,254.478969,0.0,0.0,84.1,398,0.0,154,,,,,,,,
12/12/2013 07:13:30,254.478969,0.0,0.0,84.2,330,0.0,154,,,,,,,,
12/12/2013 07:14:00,254.478969,0.0,0.0,84.0,324,0.0,154,,,,,,,,
12/12/2013 07:14:30,254.478969,0.0,0.0,83.8,388,0.0,154,,,,,,,,
12/12/2013 07:15:00,254.478969,0.0,0.0,83.3,336,0.0,154,,,,,,,,
12/12/2013 07:15:30,254.478969,0.0,0.0,83.0,350,0.0,154,,,,,,,,
12/12/2013 07:16:00,254.478969,0.0,0.0,82.4,368,0.0,154,,,,,,,,
12/12/2013 07:16:30,254.478969,0.0,0.0,82.6,417,0.0,154,,,,,,,,
12/12/2013 07:17:00,254.478969,0.0,0.0,83.2,419,0.0,154,,,,,,,,
12/12/2013 07:17:30,254.478969,0.0,0.0,83.4,341,0.0,154,,,,,,,,
12/12/2013 07:18:00,254.478969,0.0,0.0,83.4,366,0.0,154,,,,,,,,
12/12/2013 07:18:30,254.478969,0.0,0.0,83.6,346,0.0,154,,,,,,,,
12/12/2013 07:19:00,254.478969,0.0,0.0,83.6,401,0.0,154,,,,,,,,
12/12/2013 07:19:30,254.478969,0.0,0.0,83.6,385,0.0,154,,,,,,,,
12/12/2013 07:20:00,254.478969,0.0,0.0,83.4,363,0.0,154,,,,,,,,
12/12/2013 07:20:30,254.478969,0.0,0.0,83.5,379,0.0,154,,,,,,,,
12/12/2013 07:21:00,254.478969,0.0,0.0,83.6,373,0.0,154,,,,,,,,
12/12/2013 07:21:30,254.478969,0.0,0.0,83.3,440,0.0,154,,,,,,,,
12/12/2013 07:22:00,254.478969,0.0,0.0,83.0,337,0.0,154,,,,,,,,
12/12/2013 07:22:30,254.478969,0.0,0.0,83.1,396,0.0,154,,,,,,,,
12/12/2013 07:23:00,254.478969,0.0,0.0,83.1,407,0.0,154,,,,,,,,
12/12/2013 07:23:30,254.478969,0.0,0.0,82.9,393,0.0,154,,,,,,,,
12/12/2013 07:24:00,254.478969,0.0,0.0,82.9,341,0.0,154,,,,,,,,
12/12/2013 07:24:30,254.478969,0.0,0.0,83.0,429,0.0,154,,,,,,,,
12/12/2013 07:25:00,254.478969,0.0,0.0,83.7,430,0.0,154,,,,,,,,
12/12/2013 07:25:30,254.478969,0.0,0.0,84.1,389,0.0,154,,,,,,,,
12/12/2013 07:26:00,254.478969,0.0,0.0,83.9,433,0.0,154,,,,,,,,
12/12/2013 07:26:30,254.478969,0.0,0.0,84.3,394,0.0,154,,,,,,,,
12/12/2013 07:27:00,254.478969,0.0,0.0,84.1,338,0.0,154,,,,,,,,
12/12/2013 07:27:30,254.478969,0.0,0.0,83.9,344,0.0,154,,,,,,,,
12/12/2013 07:28:00,254.478969,0.0,0.0,84.0,413,0.0,154,,,,,,,,
12/12/2013 07:28:30,254.478969,0.0,0.0,84.3,411,0.0,154,,,,,,,,
12/12/2013 07:29:00,254.478969,0.0,0.0,84.4,393,0.0,154,,,,,,,,
12/12/2013 07:29:30,254.478969,0.0,0.0,84.4,377,0.0,154,,,,,,,,
12/12/2013 07:30:00,254.478969,0.0,0.0,83.7,371,0.0,154,,,,,,,,
12/12/2013 07:30:30,254.478969,0.0,0.0,83.3,373,0.0,154,,,,,,,,
12/12/2013 07:31:00,254.478969,0.0,0.0,83.7,431,0.0,154,,,,,,,,
12/12/2013 07:31:30,254.478969,0.0,0.0,84.1,453,0.0,154,,,,,,,,
12/12/2013 07:32:00,254.478969,0.0,0.0,84.8,462,0.0,154,,,,,,,,
12/12/2013 07:32:30,254.478969,0.0,0.0,84.9,408,0.0,154,,,,,,,,
12/12/2013 07:33:00,254.478969,0.0,0.0,84.9,392,0.0,154,,,,,,,,
12/12/2013 07:33:30,254.478969,0.0,0.0,84.7,363,0.0,154,,,,,,,,
12/12/2013 07:34:00,254.478969,0.0,0.0,84.4,367,0.0,154,,,,,,,,
12/12/2013 07:34:30,254.478969,0.0,0.0,84.0,352,0.0,154,,,,,,,,
12/12/2013 07:35:00,254.478969,0.0,0.0,84.3,388,0.0,154,,,,,,,,
12/12/2013 07:35:30,254.478969,0.0,0.0,84.9,356,0.0,154,,,,,,,,
12/12/2013 07:36:00,254.478969,0.0,0.0,85.2,359,0.0,154,,,,,,,,
12/12/2013 07:36:30,254.478969,0.0,0.0,85.3,395,0.0,154,,,,,,,,
12/12/2013 07:37:00,254.478969,0.0,0.0,85.1,405,0.0,154,,,,,,,,
12/12/2013 07:37:30,254.478969,0.0,0.0,85.4,360,0.0,154,,,,,,,,
12/12/2013 07:38:00,254.478969,0.0,0.0,86.2,410,0.0,154,,,,,,,,
12/12/2013 07:38:30,254.478969,0.0,0.0,86.5,402,0.0,154,,,,,,,,
12/12/2013 07:39:00,254.478969,0.0,0.0,86.8,348,0.0,154,,,,,,,,
12/12/2013 07:39:30,254.478969,0.0,0.0,86.6,423,0.0,154,,,,,,,,
12/12/2013 07:40:00,254.478969,0.0,0.0,86.9,433,0.0,154,,,,,,,,
12/12/2013 07:40:30,254.478969,0.0,0.0,87.0,349,0.0,154,,,,,,,,
12/12/2013 07:41:00,254.478969,0.0,0.0,87.1,356,0.0,154,,,,,,,,
12/12/2013 07:41:30,254.478969,0.0,0.0,87.2,354,0.0,154,,,,,,,,
12/12/2013 07:42:00,254.478969,0.0,0.0,87.0,394,0.0,154,,,,,,,,
12/12/2013 07:42:30,254.478969,0.0,0.0,87.3,429,0.0,154,,,,,,,,
12/12/2013 07:43:00,254.478969,0.0,0.0,87.7,454,0.0,154,,,,,,,,
12/12/2013 07:43:30,254.478969,0.0,0.0,88.3,418,0.0,154,,,,,,,,
12/12/2013 07:44:00,254.478969,0.0,0.0,88.5,331,0.0,154,,,,,,,,
12/12/2013 07:44:30,254.478969,0.0,0.0,88.1,360,0.0,154,,,,,,,,
12/12/2013 07:45:00,254.478969,0.0,0.0,88.2,339,0.0,154,,,,,,,,
12/12/2013 07:45:30,254.478969,0.0,0.0,87.7,406,0.0,154,,,,,,,,
12/12/2013 07:46:00,254.478969,0.0,0.0,87.9,382,0.0,154,,,,,,,,
12/12/2013 07:46:30,254.478969,0.0,0.0,87.7,339,0.0,154,,,,,,,,
12/12/2013 07:47:00,254.478969,0.0,0.0,87.4,330,0.0,154,,,,,,,,
12/12/2013 07:47:30,254.478969,0.0,0.0,87.0,341,0.0,154,,,,,,,,
12/12/2013 07:48:00,254.478969,0.0,0.0,87.2,386,0.0,154,,,,,,,,
12/12/2013 07:48:30,254.478969,0.0,0.0,86.7,384,0.0,154,,,,,,,,
12/12/2013 07:49:00,254.478969,0.0,0.0,86.4,360,0.0,154,,,,,,,,
12/12/2013 07:49:30,254.478969,0.0,0.0,86.6,319,0.0,154,,,,,,,,
12/12/2013 07:50:00,254.478969,0.0,0.0,86.1,382,0.0,154,,,,,,,,
12/12/2013 07:50:30,254.478969,0.0,0.0,85.6,377,0.0,154,,,,,,,,
12/12/2013 07:51:00,254.478969,0.0,0.0,85.2,349,0.0,154,,,,,,,,
12/12/2013 07:51:30,254.478969,0.0,0.0,85.6,356,0.0,154,,,,,,,,
12/12/2013 07:52:00,254.478969,0.0,0.0,85.7,383,0.0,154,,,,,,,,
12/12/2013 07:52:30,254.478969,0.0,0.0,85.6,346,0.0,154,,,,,,,,
12/12/2013 07:53:00,254.478969,0.0,0.0,85.6,335,0.0,154,,,,,,,,
12/12/2013 07:53:30,254.478969,0.0,0.0,85.7,332,0.0,154,,,,,,,,
12/12/2013 07:54:00,254.478969,0.0,0.0,85.5,338,0.0,154,,,,,,,,
12/12/2013 07:54:30,254.478969,0.0,0.0,85.2,322,0.0,154,,,,,,,,
12/12/2013 07:55:00,254.478969,0.0,0.0,84.8,353,0.0,154,,,,,,,,
12/12/2013 07:55:30,254.478969,0.0,0.0,84.7,322,0.0,154,,,,,,,,
12/12/2013 07:56:00,254.478969,0.0,0.0,84.3,337,0.0,154,,,,,,,,
12/12/2013 07:56:30,254.478969,0.0,0.0,83.9,348,0.0,154,,,,,,,,
12/12/2013 07:57:00,254.478969,0.0,0.0,83.5,318,0.0,154,,,,,,,,
12/12/2013 07:57:30,254.478969,0.0,0.0,82.9,350,0.0,154,,,,,,,,
12/12/2013 07:58:00,254.478969,0.0,0.0,82.6,337,0.0,154,,,,,,,,
12/12/2013 07:58:30,254.478969,0.0,0.0,82.0,344,0.0,154,,,,,,,,
12/12/2013 07:59:00,254.478969,0.0,0.0,81.7,311,0.0,154,,,,,,,,
12/12/2013 07:59:30,254.478969,0.0,0.0,80.9,326,0.0,154,,,,,,,,
12/12/2013 08:00:00,254.478969,0.0,0.0,80.3,379,0.0,154,,,,,,,,
12/12/2013 08:00:30,254.478969,0.0,0.0,79.9,423,0.0,154,,,,,,,,
12/12/2013 08:01:00,254.478969,0.0,0.0,80.6,389,0.0,154,,,,,,,,
12/12/2013 08:01:30,254.478969,0.0,0.0,81.1,384,0.0,154,,,,,,,,
12/12/2013 08:02:00,254.478969,0.0,0.0,80.8,430,0.0,154,,,,,,,,
12/12/2013 08:02:30,254.478969,0.0,0.0,80.3,379,0.0,154,,,,,,,,
12/12/2013 08:03:00,254.478969,0.0,0.0,80.0,353,0.0,154,,,,,,,,
12/12/2013 08:03:30,254.478969,0.0,0.0,79.4,383,0.0,154,,,,,,,,
12/12/2013 08:04:00,254.478969,0.0,0.0,78.9,383,0.0,154,,,,,,,,
12/12/2013 08:04:30,254.478969,0.0,0.0,78.9,371,0.0,154,,,,,,,,
12/12/2013 08:05:00,254.478969,0.0,0.0,78.7,371,0.0,154,,,,,,,,
12/12/2013 08:05:30,254.478969,0.0,0.0,78.6,329,0.0,154,,,,,,,,
12/12/2013 08:06:00,254.478969,0.0,0.0,78.3,346,0.0,154,,,,,,,,
12/12/2013 08:06:30,254.478969,0.0,0.0,78.2,351,0.0,154,,,,,,,,
12/12/2013 08:07:00,254.478969,0.0,0.0,77.5,374,0.0,154,,,,,,,,
12/12/2013 08:07:30,254.478969,0.0,0.0,76.9,359,0.0,154,,,,,,,,
12/12/2013 08:08:00,254.478969,0.0,0.0,76.6,345,0.0,154,,,,,,,,
12/12/2013 08:08:30,254.478969,0.0,0.0,76.3,334,0.0,154,,,,,,,,
12/12/2013 08:09:00,254.478969,0.0,0.0,75.9,324,0.0,154,,,,,,,,
12/12/2013 08:09:30,254.478969,0.0,0.0,75.6,320,0.0,154,,,,,,,,
12/12/2013 08:10:00,254.478969,0.0,0.0,74.7,360,0.0,154,,,,,,,,
12/12/2013 08:10:30,254.478969,0.0,0.0,74.4,320,0.0,154,,,,,,,,
12/12/2013 08:11:00,254.478969,0.0,0.0,73.7,351,0.0,154,,,,,,,,
12/12/2013 08:11:30,254.478969,0.0,0.0,73.8,390,0.0,154,,,,,,,,
12/12/2013 08:12:00,254.478969,0.0,0.0,73.3,443,0.0,154,,,,,,,,
12/12/2013 08:12:30,254.478969,0.0,0.0,73.4,410,0.0,154,,,,,,,,
12/12/2013 08:13:00,254.478969,0.0,0.0,73.5,333,0.0,154,,,,,,,,
12/12/2013 08:13:30,254.478969,0.0,0.0,73.3,324,0.0,154,,,,,,,,
12/12/2013 08:14:00,254.478969,0.0,0.0,72.7,335,0.0,154,,,,,,,,
12/12/2013 08:14:30,254.478969,0.0,0.0,72.8,389,0.0,154,,,,,,,,
12/12/2013 08:15:00,254.478969,0.0,0.0,72.3,329,0.0,154,,,,,,,,
12/12/2013 08:15:30,254.478969,0.0,0.0,72.6,367,0.0,154,,,,,,,,
12/12/2013 08:16:00,254.478969,0.0,0.0,72.1,385,0.0,154,,,,,,,,
12/12/2013 08:16:30,254.478969,0.0,0.0,71.7,330,0.0,154,,,,,,,,
12/12/2013 08:17:00,254.478969,0.0,0.0,71.4,345,0.0,154,,,,,,,,
12/12/2013 08:17:30,254.478969,0.0,0.0,70.9,389,0.0,154,,,,,,,,
12/12/2013 08:18:00,254.478969,0.0,0.0,70.7,384,0.0,154,,,,,,,,
12/12/2013 08:18:30,254.478969,0.0,0.0,70.5,362,0.0,154,,,,,,,,
12/12/2013 08:19:00,254.478969,0.0,0.0,69.9,318,0.0,154,,,,,,,,
12/12/2013 08:19:30,254.478969,0.0,0.0,69.8,325,0.0,154,,,,,,,,
12/12/2013 08:20:00,254.478969,0.0,0.0,69.3,365,0.0,154,,,,,,,,
12/12/2013 08:20:30,254.478969,0.0,0.0,69.3,314,0.0,154,,,,,,,,
12/12/2013 08:21:00,254.478969,0.0,0.0,68.6,354,0.0,154,,,,,,,,
12/12/2013 08:21:30,254.478969,0.0,0.0,68.5,360,0.0,154,,,,,,,,
12/12/2013 08:22:00,254.478969,0.0,0.0,68.3,408,0.0,154,,,,,,,,
12/12/2013 08:22:30,254.478969,0.0,0.0,68.5,349,0.0,154,,,,,,,,
12/12/2013 08:23:00,254.478969,0.0,0.0,68.5,392,0.0,154,,,,,,,,
12/12/2013 08:23:30,254.478969,0.0,0.0,68.7,380,0.0,154,,,,,,,,
12/12/2013 08:24:00,254.478969,0.0,0.0,68.9,390,0.0,154,,,,,,,,
12/12/2013 08:24:30,254.478969,0.0,0.0,69.1,322,0.0,154,,,,,,,,
12/12/2013 08:25:00,254.478969,0.0,0.0,69.1,354,0.0,154,,,,,,,,
12/12/2013 08:25:30,254.478969,0.0,0.0,69.0,343,0.0,154,,,,,,,,
12/12/2013 08:26:00,254.478969,0.0,0.0,69.0,393,0.0,154,,,,,,,,
12/12/2013 08:26:30,254.478969,0.0,0.0,68.8,357,0.0,154,,,,,,,,
12/12/2013 08:27:00,254.478969,0.0,0.0,68.7,356,0.0,154,,,,,,,,
12/12/2013 08:27:30,254.478969,0.0,0.0,68.6,412,0.0,154,,,,,,,,
12/12/2013 08:28:00,254.478969,0.0,0.0,68.6,334,0.0,154,,,,,,,,
12/12/2013 08:28:30,254.478969,0.0,0.0,68.6,323,0.0,154,,,,,,,,
12/12/2013 08:29:00,254.478969,0.0,0.0,68.6,311,0.0,154,,,,,,,,
12/12/2013 08:29:30,254.478969,0.0,0.0,68.0,391,0.0,154,,,,,,,,
12/12/2013 08:30:00,254.478969,0.0,0.0,67.7,389,0.0,154,,,,,,,,
12/12/2013 08:30:30,254.478969,0.0,0.0,67.8,325,0.0,154,,,,,,,,
12/12/2013 08:31:00,254.478969,0.0,0.0,67.7,325,0.0,154,,,,,,,,
12/12/2013 08:31:30,254.478969,0.0,0.0,67.3,316,0.0,154,,,,,,,,
12/12/2013 08:32:00,254.478969,0.0,0.0,67.1,385,0.0,154,,,,,,,,
12/12/2013 08:32:30,254.478969,0.0,0.0,67.1,373,0.0,154,,,,,,,,
12/12/2013 08:33:00,254.478969,0.0,0.0,67.7,455,0.0,154,,,,,,,,
12/12/2013 08:33:30,254.478969,0.0,0.0,67.9,338,0.0,154,,,,,,,,
12/12/2013 08:34:00,254.478969,0.0,0.0,67.7,347,0.0,154,,,,,,,,
12/12/2013 08:34:30,254.478969,0.0,0.0,67.3,313,0.0,154,,,,,,,,
12/12/2013 08:35:00,254.478969,0.0,0.0,67.4,420,0.0,154,,,,,,,,
12/12/2013 08:35:30,254.478969,0.0,0.0,67.6,353,0.0,154,,,,,,,,
12/12/2013 08:36:00,254.478969,0.0,0.0,67.3,374,0.0,154,,,,,,,,
12/12/2013 08:36:30,254.478969,0.0,0.0,67.4,356,0.0,154,,,,,,,,
12/12/2013 08:37:00,254.478969,0.0,0.0,67.7,422,0.0,154,,,,,,,,
12/12/2013 08:37:30,254.478969,0.0,0.0,68.1,407,0.0,154,,,,,,,,
12/12/2013 08:38:00,254.478969,0.0,0.0,67.9,402,0.0,154,,,,,,,,
12/12/2013 08:38:30,254.478969,0.0,0.0,68.3,456,0.0,154,,,,,,,,
12/12/2013 08:39:00,254.478969,0.0,0.0,68.0,370,0.0,154,,,,,,,,
12/12/2013 08:39:30,254.478969,0.0,0.0,68.0,316,0.0,154,,,,,,,,
12/12/2013 08:40:00,254.478969,0.0,0.0,67.8,353,0.0,154,,,,,,,,
12/12/2013 08:40:30,254.478969,0.0,0.0,67.9,305,0.0,154,,,,,,,,
12/12/2013 08:41:00,254.478969,0.0,0.0,67.8,369,0.0,154,,,,,,,,
12/12/2013 08:41:30,254.478969,0.0,0.0,68.4,437,0.0,154,,,,,,,,
12/12/2013 08:42:00,254.478969,0.0,0.0,68.3,398,0.0,154,,,,,,,,
12/12/2013 08:42:30,254.478969,0.0,0.0,68.1,442,0.0,154,,,,,,,,
12/12/2013 08:43:00,254.478969,0.0,0.0,68.1,381,0.0,154,,,,,,,,
12/12/2013 08:43:30,254.478969,0.0,0.0,68.4,345,0.0,154,,,,,,,,
12/12/2013 08:44:00,254.478969,0.0,0.0,68.1,413,0.0,154,,,,,,,,
12/12/2013 08:44:30,254.478969,0.0,0.0,67.8,414,0.0,154,,,,,,,,
12/12/2013 08:45:00,254.478969,0.0,0.0,67.7,358,0.0,154,,,,,,,,
12/12/2013 08:45:30,254.478969,0.0,0.0,68.2,353,0.0,154,,,,,,,,
12/12/2013 08:46:00,254.478969,0.0,0.0,68.5,425,0.0,154,,,,,,,,
12/12/2013 08:46:30,254.478969,0.0,0.0,68.7,464,0.0,154,,,,,,,,
12/12/2013 08:47:00,254.478969,0.0,0.0,69.2,432,0.0,154,,,,,,,,
12/12/2013 08:47:30,254.478969,0.0,0.0,69.5,414,0.0,154,,,,,,,,
12/12/2013 08:48:00,254.478969,0.0,0.0,69.1,324,0.0,154,,,,,,,,
12/12/2013 08:48:30,254.478969,0.0,0.0,69.2,308,0.0,154,,,,,,,,
12/12/2013 08:49:00,254.478969,0.0,0.0,69.0,409,0.0,154,,,,,,,,
12/12/2013 08:49:30,254.478969,0.0,0.0,68.7,366,0.0,154,,,,,,,,
12/12/2013 08:50:00,254.478969,0.0,0.0,69.1,358,0.0,154,,,,,,,,
12/12/2013 08:50:30,254.478969,0.0,0.0,68.7,330,0.0,154,,,,,,,,
12/12/2013 08:51:00,254.478969,0.0,0.0,68.9,482,0.0,154,,,,,,,,
12/12/2013 08:51:30,254.478969,0.0,0.0,69.5,447,0.0,154,,,,,,,,
12/12/2013 08:52:00,254.478969,0.0,0.0,69.0,359,0.0,154,,,,,,,,
12/12/2013 08:52:30,254.478969,0.0,0.0,68.9,357,0.0,154,,,,,,,,
12/12/2013 08:53:00,254.478969,0.0,0.0,68.5,311,0.0,154,,,,,,,,
12/12/2013 08:53:30,254.478969,0.0,0.0,68.1,318,0.0,154,,,,,,,,
12/12/2013 08:54:00,254.478969,0.0,0.0,68.2,360,0.0,154,,,,,,,,
12/12/2013 08:54:30,254.478969,0.0,0.0,68.5,397,0.0,154,,,,,,,,
12/12/2013 08:55:00,254.478969,0.0,0.0,68.2,425,0.0,154,,,,,,,,
12/12/2013 08:55:30,254.478969,0.0,0.0,68.2,412,0.0,154,,,,,,,,
12/12/2013 08:56:00,254.478969,0.0,0.0,68.1,418,0.0,154,,,,,,,,
12/12/2013 08:56:30,254.478969,0.0,0.0,68.0,390,0.0,154,,,,,,,,
12/12/2013 08:57:00,254.478969,0.0,0.0,68.3,364,0.0,154,,,,,,,,
12/12/2013 08:57:30,254.478969,0.0,0.0,68.3,373,0.0,154,,,,,,,,
12/12/2013 08:58:00,254.478969,0.0,0.0,67.8,344,0.0,154,,,,,,,,
12/12/2013 08:58:30,254.478969,0.0,0.0,67.6,370,0.0,154,,,,,,,,
12/12/2013 08:59:00,254.478969,0.0,0.0,67.2,389,0.0,154,,,,,,,,
12/12/2013 08:59:30,254.478969,0.0,0.0,67.1,435,0.0,154,,,,,,,,
12/12/2013 09:00:00,254.478969,0.0,0.0,66.8,414,0.0,154,,,,,,,,
