Time - based data,,,,,,,,,Mass aggregated data,,,,,,
Date-time,"LC
kg","LC change
kg","LC flux (30 s)
kg/sm","d
cm","US1
pulses",1kg sum,1kg index,,1kg index,,"LC
kg","LC change
kg","LC flux
kg/sm","L7
cm","US1
pulses"
12/12/2013 01:33:00,38.077842,0.0,0.0,43.3,269,0.6,32,,191,12/12/2013 9:47,304.94,1.11,0.07,0,0
12/12/2013 01:33:30,38.077842,0.0,0.0,43.7,227,0.6,32,,192,12/12/2013 10:40,306.15,1.21,0.00,0,0
12/12/2013 01:34:00,38.077842,0.0,0.0,44.0,274,0.6,32,,193,12/12/2013 10:41,307.72,1.57,0.24,0,0
12/12/2013 01:34:30,38.077842,0.0,0.0,44.3,304,0.6,32,,194,12/12/2013 10:42,309.26,1.54,0.23,0,0
12/12/2013 01:35:00,38.077842,0.0,0.0,44.6,288,0.6,32,,195,12/12/2013 10:43,310.52,1.26,0.19,0,0
12/12/2013 01:35:30,38.077842,0.0,0.0,44.9,276,0.6,32,,196,12/12/2013 10:44,312.02,1.50,0.15,0,0
12/12/2013 01:36:00,38.077842,0.0,0.0,45.2,278,0.6,32,,197,12/12/2013 10:45,313.32,1.29,0.20,0,0
12/12/2013 01:36:30,38.077842,0.0,0.0,45.6,266,0.6,32,,198,12/12/2013 10:46,314.61,1.29,0.20,0,0
12/12/2013 01:37:00,38.077842,0.0,0.0,46.0,284,0.6,32,,199,12/12/2013 10:47,316.48,1.87,0.28,0,0
12/12/2013 01:37:30,38.077842,0.0,0.0,46.3,301,0.6,32,,200,12/12/2013 10:48,317.56,1.08,0.16,0,0
12/12/2013 01:38:00,38.077842,0.0,0.0,46.7,323,0.6,32,,201,12/12/2013 10:50,318.61,1.05,0.11,0,0
12/12/2013 01:38:30,38.077842,0.0,0.0,47.1,318,0.6,32,,202,12/12/2013 10:51,320.40,1.78,0.18,0,0
12/12/2013 01:39:00,38.077842,0.0,0.0,47.3,326,0.6,32,,203,12/12/2013 10:52,322.02,1.63,0.25,0,0
12/12/2013 01:39:30,38.077842,0.0,0.0,47.6,326,0.6,32,,204,12/12/2013 10:53,323.11,1.09,0.33,0,0
12/12/2013 01:40:00,38.077842,0.0,0.0,47.8,343,0.6,32,,205,12/12/2013 10:54,324.34,1.23,0.19,0,0
12/12/2013 01:40:30,38.077842,0.0,0.0,48.1,318,0.6,32,,206,12/12/2013 11:02,324.34,0.00,0.00,0,0
12/12/2013 01:41:00,38.077842,0.0,0.0,48.3,294,0.6,32,,207,#N/A,0.00,-324.34,#N/A,0,0
12/12/2013 01:41:30,38.077842,0.0,0.0,48.6,308,0.6,32,,,,,,,,
12/12/2013 01:42:00,38.077842,0.0,0.0,48.9,326,0.6,32,,,,,,,,
12/12/2013 01:42:30,38.077842,0.0,0.0,49.2,372,0.6,32,,,,,,,,
12/12/2013 01:43:00,38.077842,0.0,0.0,49.3,346,0.6,32,,,,,,,,
12/12/2013 01:43:30,38.077842,0.0,0.0,49.5,349,0.6,32,,,,,,,,
12/12/2013 01:44:00,38.077842,0.0,0.0,49.7,334,0.6,32,,,,,,,,
12/12/2013 01:44:30,38.077842,0.0,0.0,50.0,332,0.6,32,,,,,,,,
12/12/2013 01:45:00,38.077842,0.0,0.0,50.1,351,0.6,32,,,,,,,,
12/12/2013 01:45:30,38.077842,0.0,0.0,50.2,354,0.6,32,,,,,,,,
12/12/2013 01:46:00,38.077842,0.0,0.0,50.5,352,0.6,32,,,,,,,,
12/12/2013 01:46:30,38.077842,0.0,0.0,50.6,297,0.6,32,,,,,,,,
12/12/2013 01:47:00,38.077842,0.0,0.0,50.6,334,0.6,32,,,,,,,,
12/12/2013 01:47:30,38.077842,0.0,0.0,50.7,362,0.6,32,,,,,,,,
12/12/2013 01:48:00,38.077842,0.0,0.0,51.0,284,0.6,32,,,,,,,,
12/12/2013 01:48:30,38.096121,0.0,0.0,51.1,311,0.6,32,,,,,,,,
12/12/2013 01:49:00,38.245318,0.1,0.0,51.0,294,0.7,32,,,,,,,,
12/12/2013 01:49:30,38.486185,0.2,0.1,51.4,340,1.0,32,,,,,,,,
12/12/2013 01:50:00,38.630120,0.1,0.0,51.4,332,1.1,32,,,,,,,,
12/12/2013 01:50:30,38.848974,0.2,0.1,51.4,326,0.2,33,,,,,,,,
12/12/2013 01:51:00,38.964381,0.1,0.0,51.6,343,0.3,33,,,,,,,,
12/12/2013 01:51:30,39.185141,0.2,0.1,51.5,312,0.6,33,,,,,,,,
12/12/2013 01:52:00,39.276807,0.1,0.0,51.6,380,0.6,33,,,,,,,,
12/12/2013 01:52:30,39.397147,0.1,0.0,51.7,389,0.8,33,,,,,,,,
12/12/2013 01:53:00,39.494910,0.1,0.0,51.7,359,0.9,33,,,,,,,,
12/12/2013 01:53:30,39.697594,0.2,0.1,52.0,344,1.1,33,,,,,,,,
12/12/2013 01:54:00,39.825951,0.1,0.0,51.9,347,0.1,34,,,,,,,,
12/12/2013 01:54:30,39.987160,0.2,0.0,52.0,360,0.3,34,,,,,,,,
12/12/2013 01:55:00,40.179402,0.2,0.1,52.2,362,0.5,34,,,,,,,,
12/12/2013 01:55:30,40.218092,0.0,0.0,52.1,360,0.5,34,,,,,,,,
12/12/2013 01:56:00,40.373356,0.2,0.0,52.2,313,0.7,34,,,,,,,,
12/12/2013 01:56:30,40.447568,0.1,0.0,52.2,323,0.7,34,,,,,,,,
12/12/2013 01:57:00,40.674075,0.2,0.1,52.3,298,1.0,34,,,,,,,,
12/12/2013 01:57:30,40.793879,0.1,0.0,52.4,351,1.1,34,,,,,,,,
12/12/2013 01:58:00,40.900493,0.1,0.0,52.3,340,0.1,35,,,,,,,,
12/12/2013 01:58:30,41.046702,0.1,0.0,52.3,311,0.3,35,,,,,,,,
12/12/2013 01:59:00,41.241335,0.2,0.1,52.3,333,0.4,35,,,,,,,,
12/12/2013 01:59:30,41.391924,0.2,0.0,52.4,366,0.6,35,,,,,,,,
12/12/2013 02:00:00,41.604615,0.2,0.1,52.4,303,0.8,35,,,,,,,,
12/12/2013 02:00:30,41.815929,0.2,0.1,52.4,328,1.0,35,,,,,,,,
12/12/2013 02:01:00,41.951397,0.1,0.0,52.3,349,0.1,36,,,,,,,,
12/12/2013 02:01:30,42.121559,0.2,0.1,52.5,358,0.3,36,,,,,,,,
12/12/2013 02:02:00,42.241093,0.1,0.0,52.4,360,0.4,36,,,,,,,,
12/12/2013 02:02:30,42.458359,0.2,0.1,52.5,364,0.6,36,,,,,,,,
12/12/2013 02:03:00,42.751822,0.3,0.1,52.6,327,0.9,36,,,,,,,,
12/12/2013 02:03:30,42.892267,0.1,0.0,52.5,345,1.1,36,,,,,,,,
12/12/2013 02:04:00,43.077601,0.2,0.1,52.7,378,0.2,37,,,,,,,,
12/12/2013 02:04:30,43.214151,0.1,0.0,52.7,391,0.3,37,,,,,,,,
12/12/2013 02:05:00,43.357762,0.1,0.0,52.9,388,0.5,37,,,,,,,,
12/12/2013 02:05:30,43.568749,0.2,0.1,52.9,358,0.7,37,,,,,,,,
12/12/2013 02:06:00,43.780694,0.2,0.1,53.0,372,0.9,37,,,,,,,,
12/12/2013 02:06:30,44.064843,0.3,0.1,53.0,386,1.2,37,,,,,,,,
12/12/2013 02:07:00,44.301626,0.2,0.1,53.1,362,0.2,38,,,,,,,,
12/12/2013 02:07:30,44.548805,0.2,0.1,53.3,382,0.5,38,,,,,,,,
12/12/2013 02:08:00,44.727577,0.2,0.1,53.1,335,0.7,38,,,,,,,,
12/12/2013 02:08:30,45.008481,0.3,0.1,53.2,346,0.9,38,,,,,,,,
12/12/2013 02:09:00,45.209852,0.2,0.1,53.3,350,1.1,38,,,,,,,,
12/12/2013 02:09:30,45.453528,0.2,0.1,53.5,332,0.2,39,,,,,,,,
12/12/2013 02:10:00,45.659277,0.2,0.1,53.5,316,0.4,39,,,,,,,,
12/12/2013 02:10:30,45.822529,0.2,0.0,53.7,352,0.6,39,,,,,,,,
12/12/2013 02:11:00,46.043910,0.2,0.1,53.5,340,0.8,39,,,,,,,,
12/12/2013 02:11:30,46.244786,0.2,0.1,53.5,376,1.0,39,,,,,,,,
12/12/2013 02:12:00,46.504736,0.3,0.1,53.7,318,0.3,40,,,,,,,,
12/12/2013 02:12:30,46.721451,0.2,0.1,53.8,364,0.5,40,,,,,,,,
12/12/2013 02:13:00,46.952203,0.2,0.1,53.5,341,0.7,40,,,,,,,,
12/12/2013 02:13:30,47.245189,0.3,0.1,53.6,341,1.0,40,,,,,,,,
12/12/2013 02:14:00,47.463799,0.2,0.1,53.5,382,0.2,41,,,,,,,,
12/12/2013 02:14:30,47.813001,0.3,0.1,53.7,358,0.6,41,,,,,,,,
12/12/2013 02:15:00,48.172683,0.4,0.1,53.8,320,0.9,41,,,,,,,,
12/12/2013 02:15:30,48.560843,0.4,0.1,53.8,329,1.3,41,,,,,,,,
12/12/2013 02:16:00,48.903147,0.3,0.1,54.0,304,0.3,42,,,,,,,,
12/12/2013 02:16:30,49.288356,0.4,0.1,54.0,330,0.7,42,,,,,,,,
12/12/2013 02:17:00,49.645750,0.4,0.1,54.0,331,1.1,42,,,,,,,,
12/12/2013 02:17:30,50.053443,0.4,0.1,54.3,340,0.4,43,,,,,,,,
12/12/2013 02:18:00,50.416869,0.4,0.1,54.3,341,0.8,43,,,,,,,,
12/12/2013 02:18:30,50.757724,0.3,0.1,54.1,347,1.1,43,,,,,,,,
12/12/2013 02:19:00,51.249504,0.5,0.1,54.1,343,0.5,44,,,,,,,,
12/12/2013 02:19:30,51.568679,0.3,0.1,54.1,359,0.8,44,,,,,,,,
12/12/2013 02:20:00,52.020630,0.5,0.1,54.4,351,1.3,44,,,,,,,,
12/12/2013 02:20:30,52.517132,0.5,0.2,54.5,344,0.5,45,,,,,,,,
12/12/2013 02:21:00,52.949162,0.4,0.1,54.5,376,0.9,45,,,,,,,,
12/12/2013 02:21:30,53.466881,0.5,0.2,54.6,395,1.4,45,,,,,,,,
12/12/2013 02:22:00,54.084964,0.6,0.2,54.6,381,0.6,46,,,,,,,,
12/12/2013 02:22:30,54.687977,0.6,0.2,54.9,378,1.2,46,,,,,,,,
12/12/2013 02:23:00,55.370286,0.7,0.2,55.1,387,0.7,47,,,,,,,,
12/12/2013 02:23:30,56.017851,0.6,0.2,55.1,352,1.3,47,,,,,,,,
12/12/2013 02:24:00,56.628239,0.6,0.2,55.0,378,0.6,48,,,,,,,,
12/12/2013 02:24:30,57.382932,0.8,0.2,55.2,346,1.4,48,,,,,,,,
12/12/2013 02:25:00,58.005386,0.6,0.2,55.2,364,0.6,49,,,,,,,,
12/12/2013 02:25:30,58.688708,0.7,0.2,55.5,359,1.3,49,,,,,,,,
12/12/2013 02:26:00,59.487573,0.8,0.2,55.6,383,0.8,50,,,,,,,,
12/12/2013 02:26:30,60.145000,0.7,0.2,55.6,397,1.5,50,,,,,,,,
12/12/2013 02:27:00,60.873020,0.7,0.2,55.6,405,0.7,51,,,,,,,,
12/12/2013 02:27:30,61.692877,0.8,0.2,55.9,350,1.5,51,,,,,,,,
12/12/2013 02:28:00,62.496239,0.8,0.2,55.8,366,0.8,52,,,,,,,,
12/12/2013 02:28:30,63.288708,0.8,0.2,55.9,335,1.6,52,,,,,,,,
12/12/2013 02:29:00,64.116543,0.8,0.3,55.8,337,0.8,53,,,,,,,,
12/12/2013 02:29:30,64.927306,0.8,0.2,56.0,338,1.6,53,,,,,,,,
12/12/2013 02:30:00,65.820392,0.9,0.3,56.1,338,0.9,54,,,,,,,,
12/12/2013 02:30:30,66.648716,0.8,0.3,56.2,391,1.7,54,,,,,,,,
12/12/2013 02:31:00,67.505615,0.9,0.3,56.3,360,0.9,55,,,,,,,,
12/12/2013 02:31:30,68.437267,0.9,0.3,56.4,412,1.8,55,,,,,,,,
12/12/2013 02:32:00,69.244678,0.8,0.2,56.5,388,0.8,56,,,,,,,,
12/12/2013 02:32:30,70.045061,0.8,0.2,56.5,391,1.6,56,,,,,,,,
12/12/2013 02:33:00,70.847542,0.8,0.2,57.0,406,0.8,57,,,,,,,,
12/12/2013 02:33:30,71.664471,0.8,0.2,57.0,379,1.6,57,,,,,,,,
12/12/2013 02:34:00,72.371511,0.7,0.2,57.1,346,0.7,58,,,,,,,,
12/12/2013 02:34:30,73.087118,0.7,0.2,57.1,361,1.4,58,,,,,,,,
12/12/2013 02:35:00,73.752422,0.7,0.2,57.2,344,0.7,59,,,,,,,,
12/12/2013 02:35:30,74.537082,0.8,0.2,57.4,357,1.4,59,,,,,,,,
12/12/2013 02:36:00,75.195792,0.7,0.2,57.5,328,0.7,60,,,,,,,,
12/12/2013 02:36:30,75.901783,0.7,0.2,57.7,345,1.4,60,,,,,,,,
12/12/2013 02:37:00,76.597305,0.7,0.2,58.0,312,0.7,61,,,,,,,,
12/12/2013 02:37:30,77.266739,0.7,0.2,58.2,326,1.4,61,,,,,,,,
12/12/2013 02:38:00,77.937762,0.7,0.2,58.3,307,0.7,62,,,,,,,,
12/12/2013 02:38:30,78.595416,0.7,0.2,58.4,327,1.3,62,,,,,,,,
12/12/2013 02:39:00,79.372807,0.8,0.2,58.6,345,0.8,63,,,,,,,,
12/12/2013 02:39:30,80.062430,0.7,0.2,58.6,360,1.5,63,,,,,,,,
12/12/2013 02:40:00,80.813683,0.8,0.2,58.8,389,0.8,64,,,,,,,,
12/12/2013 02:40:30,81.238175,0.4,0.1,58.7,344,1.2,64,,,,,,,,
12/12/2013 02:41:00,81.932096,0.7,0.2,59.1,335,0.7,65,,,,,,,,
12/12/2013 02:41:30,82.430597,0.5,0.2,59.1,320,1.2,65,,,,,,,,
12/12/2013 02:42:00,82.955347,0.5,0.2,59.5,338,0.5,66,,,,,,,,
12/12/2013 02:42:30,83.436114,0.5,0.1,59.6,354,1.0,66,,,,,,,,
12/12/2013 02:43:00,83.944227,0.5,0.2,59.9,367,0.5,67,,,,,,,,
12/12/2013 02:43:30,84.463797,0.5,0.2,60.0,350,1.0,67,,,,,,,,
12/12/2013 02:44:00,85.080557,0.6,0.2,60.3,337,0.6,68,,,,,,,,
12/12/2013 02:44:30,85.824659,0.7,0.2,60.5,328,1.4,68,,,,,,,,
12/12/2013 02:45:00,86.561420,0.7,0.2,60.7,350,0.7,69,,,,,,,,
12/12/2013 02:45:30,87.495523,0.9,0.3,61.4,377,1.7,69,,,,,,,,
12/12/2013 02:46:00,88.137865,0.6,0.2,61.2,325,0.6,70,,,,,,,,
12/12/2013 02:46:30,88.952967,0.8,0.2,61.4,301,1.5,70,,,,,,,,
12/12/2013 02:47:00,89.820988,0.9,0.3,61.8,354,0.9,71,,,,,,,,
12/12/2013 02:47:30,90.617718,0.8,0.2,62.0,350,1.7,71,,,,,,,,
12/12/2013 02:48:00,91.551620,0.9,0.3,62.2,334,0.9,72,,,,,,,,
12/12/2013 02:48:30,92.575899,1.0,0.3,62.7,360,2.0,72,,,,,,,,
12/12/2013 02:49:00,93.783997,1.2,0.4,63.0,308,1.2,73,,,,,,,,
12/12/2013 02:49:30,95.333376,1.5,0.5,63.1,288,1.5,74,,,,,,,,
12/12/2013 02:50:00,97.197977,1.9,0.6,63.3,286,1.9,75,,,,,,,,
12/12/2013 02:50:30,99.098524,1.9,0.6,63.8,263,1.9,76,,,,,,,,
12/12/2013 02:51:00,101.394744,2.3,0.7,63.8,279,2.3,77,,,,,,,,
12/12/2013 02:51:30,103.687250,2.3,0.7,64.3,302,2.3,78,,,,,,,,
12/12/2013 02:52:00,105.623335,1.9,0.6,64.1,327,1.9,79,,,,,,,,
12/12/2013 02:52:30,107.627973,2.0,0.6,64.3,334,2.0,80,,,,,,,,
12/12/2013 02:53:00,109.106360,1.5,0.4,65.0,304,1.5,81,,,,,,,,
12/12/2013 02:53:30,110.179493,1.1,0.3,65.7,394,1.1,82,,,,,,,,
12/12/2013 02:54:00,110.968482,0.8,0.2,66.4,447,0.8,83,,,,,,,,
12/12/2013 02:54:30,111.612922,0.6,0.2,67.8,407,1.4,83,,,,,,,,
12/12/2013 02:55:00,112.066772,0.5,0.1,69.3,404,0.5,84,,,,,,,,
12/12/2013 02:55:30,112.695732,0.6,0.2,71.4,386,1.1,84,,,,,,,,
12/12/2013 02:56:00,113.121340,0.4,0.1,72.9,370,0.4,85,,,,,,,,
12/12/2013 02:56:30,113.709910,0.6,0.2,74.2,427,1.0,85,,,,,,,,
12/12/2013 02:57:00,114.671820,1.0,0.3,75.7,403,1.0,86,,,,,,,,
12/12/2013 02:57:30,115.314870,0.6,0.2,77.2,449,1.6,86,,,,,,,,
12/12/2013 02:58:00,116.257419,0.9,0.3,78.0,441,0.9,87,,,,,,,,
12/12/2013 02:58:30,117.039793,0.8,0.2,79.0,381,1.7,87,,,,,,,,
12/12/2013 02:59:00,117.291100,0.3,0.1,79.4,366,0.3,88,,,,,,,,
12/12/2013 02:59:30,117.291100,0.0,0.0,79.8,442,0.3,88,,,,,,,,
12/12/2013 03:00:00,117.291100,0.0,0.0,80.2,409,0.3,88,,,,,,,,
12/12/2013 03:00:30,117.291100,0.0,0.0,81.2,406,0.3,88,,,,,,,,
12/12/2013 03:01:00,117.291100,0.0,0.0,81.3,403,0.3,88,,,,,,,,
12/12/2013 03:01:30,117.291100,0.0,0.0,81.7,355,0.3,88,,,,,,,,
12/12/2013 03:02:00,117.291100,0.0,0.0,81.4,354,0.3,88,,,,,,,,
12/12/2013 03:02:30,117.291100,0.0,0.0,81.7,375,0.3,88,,,,,,,,
12/12/2013 03:03:00,117.291100,0.0,0.0,81.7,377,0.3,88,,,,,,,,
12/12/2013 03:03:30,117.291100,0.0,0.0,82.1,365,0.3,88,,,,,,,,
12/12/2013 03:04:00,117.291100,0.0,0.0,82.2,398,0.3,88,,,,,,,,
12/12/2013 03:04:30,117.291100,0.0,0.0,82.5,402,0.3,88,,,,,,,,
12/12/2013 03:05:00,117.291100,0.0,0.0,82.0,396,0.3,88,,,,,,,,
12/12/2013 03:05:30,117.682144,0.4,0.1,82.1,362,0.6,88,,,,,,,,
12/12/2013 03:06:00,119.083037,1.4,0.4,82.2,381,2.0,88,,,,,,,,
12/12/2013 03:06:30,120.323943,1.2,0.4,82.4,368,1.2,89,,,,,,,,
12/12/2013 03:07:00,121.796945,1.5,0.4,81.9,377,1.5,90,,,,,,,,
12/12/2013 03:07:30,123.513838,1.7,0.5,82.0,398,1.7,91,,,,,,,,
12/12/2013 03:08:00,125.073823,1.6,0.5,81.8,372,1.6,92,,,,,,,,
12/12/2013 03:08:30,126.636550,1.6,0.5,81.6,350,1.6,93,,,,,,,,
12/12/2013 03:09:00,128.347758,1.7,0.5,81.2,390,1.7,94,,,,,,,,
12/12/2013 03:09:30,130.116519,1.8,0.5,80.9,413,1.8,95,,,,,,,,
12/12/2013 03:10:00,131.908324,1.8,0.5,80.5,367,1.8,96,,,,,,,,
12/12/2013 03:10:30,133.529718,1.6,0.5,79.8,359,1.6,97,,,,,,,,
12/12/2013 03:11:00,135.592854,2.1,0.6,79.9,429,2.1,98,,,,,,,,
12/12/2013 03:11:30,137.613847,2.0,0.6,79.7,418,2.0,99,,,,,,,,
12/12/2013 03:12:00,139.602086,2.0,0.6,79.7,424,2.0,100,,,,,,,,
12/12/2013 03:12:30,141.566073,2.0,0.6,79.6,398,2.0,101,,,,,,,,
12/12/2013 03:13:00,144.025998,2.5,0.7,79.5,335,2.5,102,,,,,,,,
12/12/2013 03:13:30,146.569316,2.5,0.8,79.3,329,2.5,103,,,,,,,,
12/12/2013 03:14:00,148.969934,2.4,0.7,78.9,303,2.4,104,,,,,,,,
12/12/2013 03:14:30,151.581066,2.6,0.8,78.2,392,2.6,105,,,,,,,,
12/12/2013 03:15:00,154.148560,2.6,0.8,78.1,331,2.6,106,,,,,,,,
12/12/2013 03:15:30,156.742302,2.6,0.8,77.6,318,2.6,107,,,,,,,,
12/12/2013 03:16:00,159.247954,2.5,0.8,76.6,286,2.5,108,,,,,,,,
12/12/2013 03:16:30,162.223278,3.0,0.9,76.1,320,3.0,109,,,,,,,,
12/12/2013 03:17:00,165.391872,3.2,1.0,75.3,375,3.2,110,,,,,,,,
12/12/2013 03:17:30,168.399458,3.0,0.9,75.0,421,3.0,111,,,,,,,,
12/12/2013 03:18:00,171.107412,2.7,0.8,74.2,362,2.7,112,,,,,,,,
12/12/2013 03:18:30,174.078316,3.0,0.9,73.6,307,3.0,113,,,,,,,,
12/12/2013 03:19:00,177.340335,3.3,1.0,73.4,286,3.3,114,,,,,,,,
12/12/2013 03:19:30,180.584347,3.2,1.0,72.6,288,3.2,115,,,,,,,,
12/12/2013 03:20:00,183.606290,3.0,0.9,72.0,324,3.0,116,,,,,,,,
12/12/2013 03:20:30,186.575146,3.0,0.9,71.8,337,3.0,117,,,,,,,,
12/12/2013 03:21:00,189.547777,3.0,0.9,71.5,346,3.0,118,,,,,,,,
12/12/2013 03:21:30,192.319034,2.8,0.8,70.9,385,2.8,119,,,,,,,,
12/12/2013 03:22:00,194.958688,2.6,0.8,70.4,326,2.6,120,,,,,,,,
12/12/2013 03:22:30,197.879595,2.9,0.9,70.4,392,2.9,121,,,,,,,,
12/12/2013 03:23:00,200.839658,3.0,0.9,70.1,384,3.0,122,,,,,,,,
12/12/2013 03:23:30,203.355952,2.5,0.8,69.6,355,2.5,123,,,,,,,,
12/12/2013 03:24:00,205.809425,2.5,0.7,69.2,335,2.5,124,,,,,,,,
12/12/2013 03:24:30,208.153276,2.3,0.7,68.7,342,2.3,125,,,,,,,,
12/12/2013 03:25:00,211.037412,2.9,0.9,68.3,410,2.9,126,,,,,,,,
12/12/2013 03:25:30,213.332929,2.3,0.7,68.3,376,2.3,127,,,,,,,,
12/12/2013 03:26:00,215.383627,2.1,0.6,68.2,328,2.1,128,,,,,,,,
12/12/2013 03:26:30,217.431229,2.0,0.6,67.8,313,2.0,129,,,,,,,,
12/12/2013 03:27:00,219.356081,1.9,0.6,67.1,308,1.9,130,,,,,,,,
12/12/2013 03:27:30,221.021727,1.7,0.5,67.3,306,1.7,131,,,,,,,,
12/12/2013 03:28:00,222.403484,1.4,0.4,67.3,367,1.4,132,,,,,,,,
12/12/2013 03:28:30,224.313828,1.9,0.6,66.9,289,1.9,133,,,,,,,,
12/12/2013 03:29:00,225.929886,1.6,0.5,66.4,324,1.6,134,,,,,,,,
12/12/2013 03:29:30,227.523463,1.6,0.5,65.9,310,1.6,135,,,,,,,,
12/12/2013 03:30:00,228.955475,1.4,0.4,65.3,283,1.4,136,,,,,,,,
12/12/2013 03:30:30,230.928775,2.0,0.6,65.0,284,2.0,137,,,,,,,,
12/12/2013 03:31:00,232.811934,1.9,0.6,64.9,294,1.9,138,,,,,,,,
12/12/2013 03:31:30,234.412057,1.6,0.5,64.6,302,1.6,139,,,,,,,,
12/12/2013 03:32:00,236.145820,1.7,0.5,64.4,293,1.7,140,,,,,,,,
12/12/2013 03:32:30,237.873882,1.7,0.5,63.8,260,1.7,141,,,,,,,,
12/12/2013 03:33:00,239.739208,1.9,0.6,63.9,339,1.9,142,,,,,,,,
12/12/2013 03:33:30,240.829067,1.1,0.3,63.7,359,1.1,143,,,,,,,,
12/12/2013 03:34:00,242.431390,1.6,0.5,63.4,329,1.6,144,,,,,,,,
12/12/2013 03:34:30,243.770145,1.3,0.4,63.0,396,1.3,145,,,,,,,,
12/12/2013 03:35:00,245.103729,1.3,0.4,62.5,362,1.3,146,,,,,,,,
12/12/2013 03:35:30,246.186485,1.1,0.3,62.5,353,1.1,147,,,,,,,,
12/12/2013 03:36:00,247.449254,1.3,0.4,62.1,308,1.3,148,,,,,,,,
12/12/2013 03:36:30,248.532717,1.1,0.3,62.0,321,1.1,149,,,,,,,,
12/12/2013 03:37:00,249.260289,0.7,0.2,62.0,325,0.7,150,,,,,,,,
12/12/2013 03:37:30,250.135739,0.9,0.3,61.8,352,1.6,150,,,,,,,,
12/12/2013 03:38:00,251.036689,0.9,0.3,61.5,343,0.9,151,,,,,,,,
12/12/2013 03:38:30,252.029524,1.0,0.3,61.6,306,1.9,151,,,,,,,,
12/12/2013 03:39:00,252.404167,0.4,0.1,61.7,390,0.4,152,,,,,,,,
12/12/2013 03:39:30,252.961448,0.6,0.2,61.6,391,0.9,152,,,,,,,,
12/12/2013 03:40:00,253.252261,0.3,0.1,61.1,411,1.2,152,,,,,,,,
12/12/2013 03:40:30,253.688708,0.4,0.1,61.3,376,0.4,153,,,,,,,,
12/12/2013 03:41:00,253.688708,0.0,0.0,61.4,406,0.4,153,,,,,,,,
12/12/2013 03:41:30,254.096012,0.4,0.1,61.2,356,0.8,153,,,,,,,,
12/12/2013 03:42:00,254.478969,0.4,0.1,61.3,357,1.2,153,,,,,,,,
12/12/2013 03:42:30,254.478969,0.0,0.0,61.4,358,0.0,154,,,,,,,,
12/12/2013 03:43:00,254.478969,0.0,0.0,61.6,377,0.0,154,,,,,,,,
12/12/2013 03:43:30,254.478969,0.0,0.0,61.3,355,0.0,154,,,,,,,,
12/12/2013 03:44:00,254.478969,0.0,0.0,61.4,327,0.0,154,,,,,,,,
12/12/2013 03:44:30,254.478969,0.0,0.0,61.5,393,0.0,154,,,,,,,,
12/12/2013 03:45:00,254.478969,0.0,0.0,61.5,405,0.0,154,,,,,,,,
12/12/2013 03:45:30,254.478969,0.0,0.0,61.5,351,0.0,154,,,,,,,,
12/12/2013 03:46:00,254.478969,0.0,0.0,61.6,366,0.0,154,,,,,,,,
12/12/2013 03:46:30,254.478969,0.0,0.0,61.5,342,0.0,154,,,,,,,,
12/12/2013 03:47:00,254.478969,0.0,0.0,61.6,345,0.0,154,,,,,,,,
12/12/2013 03:47:30,254.478969,0.0,0.0,61.6,344,0.0,154,,,,,,,,
12/12/2013 03:48:00,254.478969,0.0,0.0,61.8,382,0.0,154,,,,,,,,
12/12/2013 03:48:30,254.478969,0.0,0.0,61.7,381,0.0,154,,,,,,,,
12/12/2013 03:49:00,254.478969,0.0,0.0,62.0,317,0.0,154,,,,,,,,
12/12/2013 03:49:30,254.478969,0.0,0.0,61.9,355,0.0,154,,,,,,,,
12/12/2013 03:50:00,254.478969,0.0,0.0,62.1,387,0.0,154,,,,,,,,
12/12/2013 03:50:30,254.478969,0.0,0.0,62.2,362,0.0,154,,,,,,,,
12/12/2013 03:51:00,254.478969,0.0,0.0,62.2,339,0.0,154,,,,,,,,
12/12/2013 03:51:30,254.478969,0.0,0.0,62.5,376,0.0,154,,,,,,,,
12/12/2013 03:52:00,254.478969,0.0,0.0,62.7,407,0.0,154,,,,,,,,
12/12/2013 03:52:30,254.478969,0.0,0.0,63.2,365,0.0,154,,,,,,,,
12/12/2013 03:53:00,254.478969,0.0,0.0,63.5,444,0.0,154,,,,,,,,
12/12/2013 03:53:30,254.478969,0.0,0.0,64.0,429,0.0,154,,,,,,,,
12/12/2013 03:54:00,254.478969,0.0,0.0,64.5,344,0.0,154,,,,,,,,
12/12/2013 03:54:30,254.478969,0.0,0.0,64.7,329,0.0,154,,,,,,,,
12/12/2013 03:55:00,254.478969,0.0,0.0,65.2,350,0.0,154,,,,,,,,
12/12/2013 03:55:30,254.478969,0.0,0.0,65.3,354,0.0,154,,,,,,,,
12/12/2013 03:56:00,254.478969,0.0,0.0,65.8,324,0.0,154,,,,,,,,
12/12/2013 03:56:30,254.478969,0.0,0.0,65.9,275,0.0,154,,,,,,,,
12/12/2013 03:57:00,254.478969,0.0,0.0,66.0,349,0.0,154,,,,,,,,
12/12/2013 03:57:30,254.478969,0.0,0.0,66.0,361,0.0,154,,,,,,,,
12/12/2013 03:58:00,254.478969,0.0,0.0,66.9,340,0.0,154,,,,,,,,
12/12/2013 03:58:30,254.478969,0.0,0.0,67.3,398,0.0,154,,,,,,,,
12/12/2013 03:59:00,254.478969,0.0,0.0,67.5,367,0.0,154,,,,,,,,
